"search_url","accept_type","url","search_rel_osdd"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://eo-virtual-archive4.esa.int/search/description","http://eo-virtual-archive4.esa.int/search/ER02_SAR_RAW_0P/description/"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://eo-virtual-archive4.esa.int/search/description","http://eo-virtual-archive4.esa.int/search/SSEP_ASA_IM__0P/description/"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://schemas.opengis.net/opensearchgeo/1.0/examples/osd/osddgeotime01.xml","http://eo-virtual-archive4.esa.int/search/ASA_IM__0P/description/"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://schemas.opengis.net/opensearchgeo/1.0/examples/osd/osddgeotime01.xml","http://eo-virtual-archive4.esa.int/search/description"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://schemas.opengis.net/opensearchgeo/1.0/examples/osd/osddgeotime01.xml","http://eo-virtual-archive4.esa.int/search/ER01_SAR_IM__0P/description/"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://schemas.opengis.net/opensearchgeo/1.0/examples/osd/osddgeotime01.xml","http://eo-virtual-archive4.esa.int/search/ER02_SAR_IM__0P/description/"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://schemas.opengis.net/opensearchgeo/1.0/examples/osd/osddgeotime01.xml","http://eo-virtual-archive4.esa.int/search/ER02_SAR_RAW_0P/description/"
"http://eo-virtual-archive4.esa.int/search/atom/?count=5&q=","application/atom+xml","http://schemas.opengis.net/opensearchgeo/1.0/examples/osd/osddgeotime01.xml","http://eo-virtual-archive4.esa.int/search/SSEP_ASA_IM__0P/description/"
"http://infocus.nlm.nih.gov.libproxy.lib.unc.edu/?feed=atom&s=","application/atom+xml","http://infocus.nlm.nih.gov.libproxy.lib.unc.edu/osd.xml","http://infocus.nlm.nih.gov/osd.xml"
"http://kaiserhealthnews.org/?feed=atom&s=","application/atom+xml","http://kaiserhealthnews.org/osd.xml","http://khn.org/osd.xml"
"http://kaiserhealthnews.org/?feed=rss2&s=","application/rss+xml","http://kaiserhealthnews.org/osd.xml","http://khn.org/osd.xml"
"http://ncbiinsights.ncbi.nlm.nih.gov.libproxy.lib.unc.edu/?feed=atom&s=","application/atom+xml","http://ncbiinsights.ncbi.nlm.nih.gov.libproxy.lib.unc.edu/osd.xml","http://ncbiinsights.ncbi.nlm.nih.gov/osd.xml"
"http://ocw.ub.edu/opensearch_rss?search=","application/rss+xml","http://ocw.ub.edu/benvinguda/@@opensearch+description","http://ocw.ub.edu/opensearch+description"
"http://search.warwick.ac.uk/atom?q=&indexSection=sitebuilder","application/atom+xml","https://search.warwick.ac.uk/static/search/osd.xml","http://search.warwick.ac.uk/static/search/osd.xml"
"http://search.warwick.ac.uk/rss?q=&indexSection=sitebuilder","application/rss+xml","https://search.warwick.ac.uk/static/search/osd.xml","http://search.warwick.ac.uk/static/search/osd.xml"
"http://theritualproject.org/?feed=atom&s=","application/atom+xml","http://theritualproject.org/osd.xml","https://theritualproject.wordpress.com/osd.xml"
"http://theritualproject.org/?feed=rss2&s=","application/rss+xml","http://theritualproject.org/osd.xml","https://theritualproject.wordpress.com/osd.xml"
"http://www.geftwap.org/opensearch_atom.xml?b_size%3Aint=5&SearchableText=","application/atom+xml","http://www.geftwap.org/@@opensearch_description.xml","http://www.geftwap.org/opensearch_description.xml"
"http://www.geftwap.org/opensearch_rss.xml?b_size%3Aint=5&SearchableText=","application/rss+xml","http://www.geftwap.org/@@opensearch_description.xml","http://www.geftwap.org/opensearch_description.xml"
