"response_id","tags","num_per_tag"
212297,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
212297,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
216063,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
216063,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
216457,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
216457,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
216554,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
216554,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
216664,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
216664,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
217207,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
217207,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
218380,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
218380,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
221170,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
221170,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
222532,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
222532,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
225681,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
225681,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
226014,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
226014,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
226114,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
226752,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
226752,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
229977,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
229977,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
233322,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
233322,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
234992,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
234992,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
235074,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
235074,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
236078,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
236078,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
237092,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
237117,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
237117,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
237621,"metadata/idinfo/citation/citeinfo/lworkcit/citeinfo/CI_OnlineResource",3
237621,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",1
237621,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",1
237780,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
237780,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
239421,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
239421,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
240659,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
241568,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
241568,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
243140,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
244121,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
244541,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
244541,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
246546,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
246546,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
247191,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
247191,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
247312,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
247312,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
249351,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
249351,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
251552,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
251552,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
255268,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
255268,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
256041,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
256041,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
256275,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
256275,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
256692,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
257439,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
257439,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
259411,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
259411,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
259780,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
259780,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
260742,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
260742,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
261458,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
261458,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
267067,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
267067,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
268736,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
268736,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
274570,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
274570,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
276930,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
276930,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
277101,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
277101,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
278167,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
278167,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
280329,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
280329,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
282409,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
282409,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
283558,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
283558,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
287696,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
287696,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
288713,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
288713,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
289667,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
289667,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
289802,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
289802,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
292043,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
292043,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
292510,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
292510,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
293291,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
293291,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
293406,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
293406,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
293535,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
293535,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
294498,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
294498,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
295591,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
295591,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
297513,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
297513,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
297763,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
297763,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
298464,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
298464,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
298778,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",51
298778,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
299519,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
299519,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
299727,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
299727,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
300086,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
300086,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
301092,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
301210,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
301210,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
304311,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
304311,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
304678,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
304678,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
306206,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
306206,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
307065,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
307065,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
307741,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
307741,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
308976,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
308976,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
315303,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
318076,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
318076,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
318502,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
318502,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
318829,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
318829,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
319759,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
319759,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
321264,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
321264,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
322578,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
322578,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
323789,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
323789,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
324061,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
324061,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
324706,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
324706,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
325348,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
325386,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
325386,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
326299,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
326299,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
326568,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
326568,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
326679,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
326679,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
327727,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
327727,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
328132,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
328132,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
328598,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
328598,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
331025,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
331025,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
331622,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
331622,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
337994,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
337994,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
339626,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
340429,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
340429,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
342506,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
342506,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
342916,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
342916,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
344256,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
344256,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
345382,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
345382,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
346869,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
346869,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
348860,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",2
350467,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
350467,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
351037,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
351037,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",4
353642,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
353642,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
353849,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
353849,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
357172,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
357172,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
360593,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
360593,"metadata/idinfo/citation/citeinfo/CI_OnlineResource",5
361514,"metadata/distinfo/stdorder/digform/digtopt/onlinopt/computer/networka/CI_OnlineResource",57
