"id","host","age","protocol","num_lineage_tokens","num_lineage_elements"
227023,"catalog.data.gov","2014-01-01","""FGDC""",1703,24
313460,"insideidaho.org","1996-01-01","""FGDC""",142,24
354717,"water.usgs.gov","2004-01-01","""FGDC""",93,23
305512,"catalog.data.gov","2010-01-01","""FGDC""",2132,23
205018,"catalog.data.gov","2009-01-01","""FGDC""",1755,23
601489,"data.usgs.gov","2004-01-01","""FGDC""",93,23
138665,"catalog.data.gov","2009-01-01","""FGDC""",1755,23
428847,"insideidaho.org","1998-01-01","""FGDC""",131,22
683991,"cloud.insideidaho.org","1998-01-01","""FGDC""",131,22
789786,"cloud.insideidaho.org","1996-01-01","""FGDC""",132,22
264124,"insideidaho.org","1996-01-01","""FGDC""",132,22
444461,"www.cteco.uconn.edu","2011-01-01","""FGDC""",2279,21
304803,"water.usgs.gov","2004-01-01","""FGDC""",79,21
162117,"catalog.data.gov","2010-01-01","""FGDC""",2079,20
412828,"www.pasda.psu.edu","2011-01-01","""FGDC""",1064,20
407014,"water.usgs.gov","2006-01-01","""FGDC""",304,20
403798,"cloud.insideidaho.org","1996-01-01","""FGDC""",132,20
518639,"water.usgs.gov","2012-01-01","""FGDC""",1551,20
310123,"catalog.data.gov","1996-01-01","""FGDC""",132,20
438038,"www.cob.org","2012-01-01","""FGDC""",1503,20
258926,"maps.indiana.edu","2009-01-01","""FGDC""",1467,20
204731,"maps.indiana.edu","2009-01-01","""FGDC""",1443,19
241477,"catalog.data.gov","2011-01-01","""FGDC""",1516,19
699462,"catalog.data.gov","2014-01-01","""FGDC""",496,18
290470,"catalog.data.gov","2013-01-01","""FGDC""",1310,18
766560,"catalog.data.gov","2013-01-01","""FGDC""",1310,18
364569,"cteco.uconn.edu","2011-01-01","""FGDC""",1432,18
140404,"catalog.data.gov","2008-01-01","""FGDC""",1340,18
266992,"water.usgs.gov","2014-01-01","""FGDC""",1569,17
434352,"catalog.data.gov","2013-01-01","""FGDC""",1297,17
585744,"pubs.usgs.gov","2011-01-01","""FGDC""",1233,17
141363,"water.usgs.gov","2004-01-01","""FGDC""",284,17
812126,"rmgsc.cr.usgs.gov","2011-01-01","""FGDC""",34,17
732483,"water.usgs.gov","2004-01-01","""FGDC""",297,17
521717,"water.usgs.gov","2004-01-01","""FGDC""",291,17
400005,"www.idwr.idaho.gov","2006-01-01","""FGDC""",134,17
743655,"water.usgs.gov","2011-01-01","""FGDC""",1390,17
625878,"catalog.data.gov","2013-01-01","""FGDC""",1297,17
265750,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
473277,"maps.indiana.edu","2009-01-01","""FGDC""",1172,16
177624,"data.usgs.gov","2015-01-01","""FGDC""",148,16
209492,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
338142,"catalog.data.gov","2015-01-01","""FGDC""",32,16
276065,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",32,16
453709,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",32,16
573978,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
785522,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
460914,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
531239,"mslapps.mt.gov","2014-01-01","""FGDC""",1030,16
643809,"water.usgs.gov","2004-01-01","""FGDC""",272,16
168351,"www.fgdl.org","2014-01-01","""FGDC""",275,16
252608,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
595514,"catalog.data.gov","2004-01-01","""FGDC""",477,16
251650,"catalog.data.gov","2004-01-01","""FGDC""",477,16
632186,"www.fgdl.org","2015-01-01","""FGDC""",4655,16
596336,"rmgsc.cr.usgs.gov","2009-01-01","""FGDC""",32,16
461818,"insideidaho.org","2010-01-01","""FGDC""",105,15
654946,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",30,15
376960,"pubs.usgs.gov","2004-01-01","""FGDC""",2586,15
495334,"water.usgs.gov","2004-01-01","""FGDC""",1576,15
695113,"catalog.data.gov","2014-01-01","""FGDC""",675,15
184099,"data.noaa.gov","2014-01-01","""FGDC""",1208,15
715702,"edg.epa.gov","2014-01-01","""FGDC""",675,15
653789,"rmgsc.cr.usgs.gov","2011-01-01","""FGDC""",30,15
737336,"data.a2gov.org","2010-01-01","""FGDC""",30,15
261422,"mslapps.mt.gov","2015-01-01","""FGDC""",688,15
761052,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",30,15
320428,"cloud.insideidaho.org","2010-01-01","""FGDC""",105,15
316757,"seakgis03.alaska.edu","2012-01-01","""FGDC""",941,15
258923,"data.noaa.gov","2014-01-01","""FGDC""",2650,15
777977,"catalog.data.gov","2011-01-01","""FGDC""",1065,14
335764,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",732,14
277816,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",28,14
686216,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",28,14
543626,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
564937,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
252911,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
194474,"www.landscape.blm.gov","2011-01-01","""FGDC""",471,14
397598,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
310203,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",958,14
474723,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",28,14
199316,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
188294,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
314950,"www.landscape.blm.gov","2011-01-01","""FGDC""",471,14
158829,"catalog.data.gov","2008-01-01","""FGDC""",1249,14
760011,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
747519,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",726,14
804898,"dot.ca.gov","2010-01-01","""FGDC""",77,14
476714,"rmgsc.cr.usgs.gov","2011-01-01","""FGDC""",28,14
367683,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",728,14
324893,"sofia.usgs.gov","2011-01-01","""FGDC""",3907,14
463970,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
519305,"catalog.data.gov","2011-01-01","""FGDC""",1065,14
397186,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
315477,"catalog.data.gov","2011-01-01","""FGDC""",1065,14
771919,"coast.noaa.gov","2015-01-01","""FGDC""",1554,14
329989,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
216291,"www.pasda.psu.edu","2007-01-01","""FGDC""",28,14
548150,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",28,14
665982,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",726,14
618163,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
517951,"www.landscape.blm.gov","2011-01-01","""FGDC""",2545,13
274152,"www.insideidaho.org","1998-01-01","""FGDC""",106,13
756006,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
337850,"data.usgs.gov","2015-01-01","""FGDC""",174,13
607766,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",770,13
518663,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
774317,"catalog.data.gov","2010-01-01","""FGDC""",1154,13
237787,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
164614,"coast.noaa.gov","2015-01-01","""FGDC""",1487,13
675997,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
286977,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
256569,"www.nmfs.noaa.gov","2012-01-01","""FGDC""",26,13
210083,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
555909,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
350164,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
272563,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
687675,"rmgsc.cr.usgs.gov","2013-01-01","""FGDC""",485,13
289771,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
630605,"coast.noaa.gov","2015-01-01","""FGDC""",646,13
376673,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
534986,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
597178,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
403103,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
287734,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
520240,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
327874,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
809414,"sflwww.er.usgs.gov","2015-01-01","""FGDC""",2311,13
258599,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
801943,"data.noaa.gov","2015-01-01","""FGDC""",1487,13
672782,"sofia.usgs.gov","2015-01-01","""FGDC""",2311,13
400799,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
403390,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
710069,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
513314,"rmgsc.cr.usgs.gov","2013-01-01","""FGDC""",485,13
615186,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
785568,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
757363,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
190719,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
368336,"www.idwr.idaho.gov","2009-01-01","""FGDC""",54,13
366673,"mrdata.usgs.gov","2005-01-01","""FGDC""",503,13
593414,"nc.water.usgs.gov","2009-01-01","""FGDC""",304,13
526304,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
776300,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
455876,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
524566,"pubs.usgs.gov","2006-01-01","""FGDC""",26,13
163344,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
696702,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
140576,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
751904,"insideidaho.org","1998-01-01","""FGDC""",108,13
141587,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
690200,"www.pasda.psu.edu","2007-01-01","""FGDC""",26,13
701312,"cloud.insideidaho.org","1998-01-01","""FGDC""",108,13
336531,"www.fgdl.org","2015-01-01","""FGDC""",306,13
643354,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",26,13
741684,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",744,12
755337,"www.idwr.idaho.gov","2007-01-01","""FGDC""",654,12
620859,"data.boisestate.edu","2012-01-01","""FGDC""",396,12
565168,"water.usgs.gov","2004-01-01","""FGDC""",1478,12
315527,"data.usgs.gov","2000-01-01","""FGDC""",306,12
468720,"data.usgs.gov","2007-01-01","""FGDC""",455,12
737300,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",832,12
152043,"www.landscape.blm.gov","2011-01-01","""FGDC""",514,12
279609,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",95,12
501973,"catalog.data.gov","2009-01-01","""FGDC""",706,12
435476,"sofia.usgs.gov","2010-01-01","""FGDC""",2912,12
192733,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",24,12
182586,"data.boisestate.edu","2012-01-01","""FGDC""",396,12
680759,"mrdata.usgs.gov","2005-01-01","""FGDC""",349,12
307942,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
274943,"catalog.data.gov","2010-01-01","""FGDC""",409,12
513355,"www.idwr.idaho.gov","2003-01-01","""FGDC""",828,12
575025,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
800165,"catalog.data.gov","2009-01-01","""FGDC""",706,12
302553,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
463248,"pubs.usgs.gov","2006-01-01","""FGDC""",24,12
237656,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
351283,"catalog.data.gov","2010-01-01","""FGDC""",409,12
764314,"catalog.data.gov","2009-01-01","""FGDC""",706,12
552536,"www.idwr.idaho.gov","2007-01-01","""FGDC""",502,12
298920,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",24,12
632134,"catalog.data.gov","2010-01-01","""FGDC""",661,12
618171,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",734,12
709728,"data.boisestate.edu","2012-01-01","""FGDC""",396,12
424721,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
568074,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",95,12
319046,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",24,12
156816,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
200474,"catalog.data.gov","2009-01-01","""FGDC""",706,12
512449,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",897,12
172603,"www.idwr.idaho.gov","2003-01-01","""FGDC""",648,12
723502,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
727246,"catalog.data.gov","2010-01-01","""FGDC""",1109,12
481576,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",24,12
310569,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",24,12
726904,"catalog.data.gov","2009-01-01","""FGDC""",706,12
797346,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
600811,"data.usgs.gov","2010-01-01","""FGDC""",2912,12
423812,"rmgsc.cr.usgs.gov","2012-01-01","""FGDC""",24,12
576706,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
494418,"data.usgs.gov","2000-01-01","""FGDC""",405,12
577794,"data.boisestate.edu","2012-01-01","""FGDC""",396,12
326334,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",95,12
174908,"catalog.data.gov","2010-01-01","""FGDC""",661,12
242504,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",95,12
508728,"www.idwr.idaho.gov","2009-01-01","""FGDC""",52,12
510993,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",24,12
198743,"www.dgif.virginia.gov","2011-01-01","""FGDC""",315,12
528504,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",613,12
784651,"www.pasda.psu.edu","2007-01-01","""FGDC""",24,12
281730,"catalog.data.gov","2009-01-01","""FGDC""",706,12
809919,"data.boisestate.edu","2012-01-01","""FGDC""",396,12
500208,"catalog.data.gov","2009-01-01","""FGDC""",706,12
301878,"data.usgs.gov","2000-01-01","""FGDC""",300,12
342423,"catalog.data.gov","2007-01-01","""FGDC""",1054,12
411386,"pubs.usgs.gov","2010-01-01","""FGDC""",656,12
730693,"catalog.data.gov","2013-01-01","""FGDC""",316,11
472245,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",647,11
772918,"rmgsc.cr.usgs.gov","2011-01-01","""FGDC""",93,11
806474,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",22,11
484457,"catalog.data.gov","2004-01-01","""FGDC""",530,11
524701,"www.pasda.psu.edu","2007-01-01","""FGDC""",22,11
493276,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",619,11
728184,"data.usgs.gov","2000-01-01","""FGDC""",295,11
520557,"catalog.data.gov","2014-01-01","""FGDC""",385,11
352774,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",93,11
362611,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",623,11
551798,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",93,11
740208,"data.ioos.us","2015-01-01","""FGDC""",122,11
784803,"rmgsc.cr.usgs.gov","2011-01-01","""FGDC""",22,11
247901,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",22,11
482573,"catalog.data.gov","2006-01-01","""FGDC""",466,11
287045,"mrdata.usgs.gov","2006-01-01","""FGDC""",336,11
511265,"pubs.usgs.gov","2010-01-01","""FGDC""",664,11
312465,"data.ioos.us","2015-01-01","""FGDC""",122,11
684060,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",637,11
193139,"www.landscape.blm.gov","2013-01-01","""FGDC""",512,11
291602,"www.pasda.psu.edu","2008-01-01","""FGDC""",22,11
176363,"www.dgif.virginia.gov","2011-01-01","""FGDC""",47,11
155811,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",22,11
435611,"mrdata.usgs.gov","2006-01-01","""FGDC""",695,11
328701,"mrdata.usgs.gov","2006-01-01","""FGDC""",694,11
750823,"coast.noaa.gov","2014-01-01","""FGDC""",1787,11
144954,"www.ncddc.noaa.gov","2012-01-01","""FGDC""",310,11
761647,"www.idwr.idaho.gov","2007-01-01","""FGDC""",500,11
670291,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",93,11
810385,"seakgis03.alaska.edu","2011-01-01","""FGDC""",250,11
783841,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",623,11
519459,"coast.noaa.gov","2013-01-01","""FGDC""",596,11
474619,"data.ioos.us","2015-01-01","""FGDC""",122,11
750305,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",22,11
466265,"data.usgs.gov","2000-01-01","""FGDC""",289,11
765867,"mrdata.usgs.gov","2005-01-01","""FGDC""",755,11
456199,"data.ioos.us","2015-01-01","""FGDC""",122,11
656650,"coast.noaa.gov","2014-01-01","""FGDC""",1759,11
263541,"mrdata.usgs.gov","2005-01-01","""FGDC""",787,11
255985,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",93,11
812218,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",93,11
384530,"data.noaa.gov","2013-01-01","""FGDC""",577,11
812674,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",554,11
358888,"data.usgs.gov","2000-01-01","""FGDC""",289,11
403179,"coast.noaa.gov","2013-01-01","""FGDC""",596,11
672458,"catalog.data.gov","2013-01-01","""FGDC""",316,11
206896,"woodshole.er.usgs.gov","2006-01-01","""FGDC""",257,11
727817,"water.usgs.gov","2006-01-01","""FGDC""",642,11
401153,"coast.noaa.gov","2015-01-01","""FGDC""",324,11
527009,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",22,11
646747,"data.usgs.gov","2000-01-01","""FGDC""",295,11
514237,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",93,11
154897,"www.coris.noaa.gov","2014-01-01","""FGDC""",310,11
391025,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",619,11
557859,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",650,11
385424,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",623,11
149818,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",623,11
304550,"maps.indiana.edu","2002-01-01","""FGDC""",943,11
196230,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",22,11
698590,"coast.noaa.gov","2014-01-01","""FGDC""",1759,11
473065,"data.usgs.gov","2014-01-01","""FGDC""",493,10
524510,"pubs.usgs.gov","2012-01-01","""FGDC""",839,10
658999,"pubs.usgs.gov","2009-01-01","""FGDC""",251,10
503862,"mrdata.usgs.gov","2004-01-01","""FGDC""",762,10
669034,"sofia.usgs.gov","2011-01-01","""FGDC""",9419,10
441522,"coast.noaa.gov","2015-01-01","""FGDC""",301,10
476351,"maps.indiana.edu","2010-01-01","""FGDC""",530,10
745671,"catalog.data.gov","2010-01-01","""FGDC""",1155,10
646877,"insideidaho.org","2014-01-01","""FGDC""",2964,10
403325,"data.usgs.gov","2014-01-01","""FGDC""",493,10
721286,"rmgsc.cr.usgs.gov","2015-01-01","""FGDC""",20,10
801415,"data.usgs.gov","2015-01-01","""FGDC""",264,10
781585,"data.doi.gov","2009-01-01","""FGDC""",230,10
273178,"data.usgs.gov","2014-01-01","""FGDC""",493,10
141832,"mrdata.usgs.gov","2010-01-01","""FGDC""",272,10
288278,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",309,10
613014,"www.pasda.psu.edu","2007-01-01","""FGDC""",56,10
155352,"mrdata.usgs.gov","2006-01-01","""FGDC""",683,10
579442,"www.idwr.idaho.gov","2007-01-01","""FGDC""",131,10
557701,"data.usgs.gov","2014-01-01","""FGDC""",493,10
767556,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",309,10
322671,"catalog.data.gov","2010-01-01","""FGDC""",1155,10
625810,"www.pasda.psu.edu","2007-01-01","""FGDC""",56,10
244987,"coast.noaa.gov","2015-01-01","""FGDC""",890,10
562003,"catalog.data.gov","2015-01-01","""FGDC""",986,10
314190,"www.idwr.idaho.gov","2003-01-01","""FGDC""",925,10
223515,"catalog.data.gov","2015-01-01","""FGDC""",986,10
585938,"www.pasda.psu.edu","2007-01-01","""FGDC""",56,10
451901,"data.usgs.gov","2014-01-01","""FGDC""",493,10
463937,"maps.indiana.edu","2004-01-01","""FGDC""",842,10
428094,"catalog.data.gov","2015-01-01","""FGDC""",251,10
271410,"woodshole.er.usgs.gov","2008-01-01","""FGDC""",629,10
547629,"mrdata.usgs.gov","2006-01-01","""FGDC""",715,10
302753,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",91,10
570030,"www.landscape.blm.gov","2011-01-01","""FGDC""",658,10
669838,"catalog.data.gov","2014-01-01","""FGDC""",418,10
236956,"data.usgs.gov","2015-01-01","""FGDC""",122,10
274044,"water.usgs.gov","2014-01-01","""FGDC""",418,10
628007,"cugirmetadata.mannlib.cornell.edu","2009-01-01","""FGDC""",604,10
311970,"mrdata.usgs.gov","2004-01-01","""FGDC""",738,10
165318,"coast.noaa.gov","2013-01-01","""FGDC""",607,10
654569,"www.pasda.psu.edu","2007-01-01","""FGDC""",56,10
451982,"www.idwr.idaho.gov","2007-01-01","""FGDC""",103,10
461438,"www.streamnet.org","2012-01-01","""FGDC""",1148,10
743746,"catalog.data.gov","2015-01-01","""FGDC""",301,10
275220,"www.idwr.idaho.gov","2009-01-01","""FGDC""",3721,10
617264,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",91,10
283851,"data.usgs.gov","2015-01-01","""FGDC""",282,10
721783,"mrdata.usgs.gov","2004-01-01","""FGDC""",738,10
416007,"www.idwr.idaho.gov","2006-01-01","""FGDC""",20,10
143887,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",91,10
707915,"rmgsc.cr.usgs.gov","2011-01-01","""FGDC""",20,10
675093,"www.pasda.psu.edu","2007-01-01","""FGDC""",56,10
722772,"maps.indiana.edu","2010-01-01","""FGDC""",512,10
571400,"mrdata.usgs.gov","2005-01-01","""FGDC""",579,10
177017,"www.landscape.blm.gov","2009-01-01","""FGDC""",272,10
484228,"cloud.insideidaho.org","1998-01-01","""FGDC""",99,10
673256,"data.usgs.gov","2014-01-01","""FGDC""",493,10
212260,"www.nmfs.noaa.gov","2009-01-01","""FGDC""",230,10
192617,"woodshole.er.usgs.gov","2005-01-01","""FGDC""",696,10
227537,"data.usgs.gov","2015-01-01","""FGDC""",318,10
213683,"data.usgs.gov","2014-01-01","""FGDC""",493,10
176277,"mrdata.usgs.gov","2006-01-01","""FGDC""",706,10
642610,"mrdata.usgs.gov","2005-01-01","""FGDC""",712,10
152651,"cloud.insideidaho.org","2014-01-01","""FGDC""",2964,10
378005,"catalog.data.gov","2011-01-01","""FGDC""",20,10
490044,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",91,10
510139,"coast.noaa.gov","2015-01-01","""FGDC""",257,10
471916,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",91,10
555271,"mrdata.usgs.gov","2005-01-01","""FGDC""",626,10
312159,"rmgsc.cr.usgs.gov","2010-01-01","""FGDC""",91,10
258682,"www.cteco.uconn.edu","2011-01-01","""FGDC""",1053,10
